Показатель	Страна	Год	Индекcы цен
Индекс потребительских цен, 2010 г.=100	Словакия	1997	49.4
Индекс потребительских цен, 2010 г.=100	Словакия	1998	52.7
Индекс потребительских цен, 2010 г.=100	Словакия	1999	58.3
Индекс потребительских цен, 2010 г.=100	Словакия	2000	65.4
Индекс потребительских цен, 2010 г.=100	Словакия	2001	70.2
Индекс потребительских цен, 2010 г.=100	Словакия	2002	72.4
Индекс потребительских цен, 2010 г.=100	Словакия	2003	78.6
Индекс потребительских цен, 2010 г.=100	Словакия	2004	84.5
Индекс потребительских цен, 2010 г.=100	Словакия	2005	86.8
Индекс потребительских цен, 2010 г.=100	Словакия	2006	90.7
Индекс потребительских цен, 2010 г.=100	Словакия	2007	93.2
Индекс потребительских цен, 2010 г.=100	Словакия	2008	97.5
Индекс потребительских цен, 2010 г.=100	Словакия	2009	99.0
Индекс потребительских цен, 2010 г.=100	Словакия	2010	100.0
Индекс потребительских цен, 2010 г.=100	Словакия	2011	103.9
Индекс потребительских цен, 2010 г.=100	Словакия	2012	107.7
Индекс потребительских цен, 2010 г.=100	Словакия	2013	109.2
Индекс потребительских цен, 2010 г.=100	Словакия	2014	109.1
Индекс потребительских цен, 2010 г.=100	Словакия	2015	108.7
Индекс потребительских цен, 2010 г.=100	Словакия	2016	108.2
Индекс потребительских цен, 2010 г.=100	Словакия	2017	109.6
Индекс потребительских цен, 2010 г.=100	Словакия	2018	112.4
Индекс потребительских цен, 2010 г.=100	Словакия	2019	115.3
Индекс потребительских цен, 2010 г.=100	Словакия	2020	117.6
Индекс потребительских цен, 2010 г.=100	Словакия	2021	121.3
Индекс потребительских цен, 2010 г.=100	Словакия	2022	136.8
Индекс потребительских цен, 2010 г.=100	Словения	1990	..
Индекс потребительских цен, 2010 г.=100	Словения	1991	..
Индекс потребительских цен, 2010 г.=100	Словения	1992	24.8
Индекс потребительских цен, 2010 г.=100	Словения	1993	32.6
Индекс потребительских цен, 2010 г.=100	Словения	1994	39.5
Индекс потребительских цен, 2010 г.=100	Словения	1995	44.8
Индекс потребительских цен, 2010 г.=100	Словения	1996	49.2
Индекс потребительских цен, 2010 г.=100	Словения	1997	53.3
Индекс потребительских цен, 2010 г.=100	Словения	1998	57.5
Индекс потребительских цен, 2010 г.=100	Словения	1999	61.0
Индекс потребительских цен, 2010 г.=100	Словения	2000	66.5
Индекс потребительских цен, 2010 г.=100	Словения	2001	72.1
Индекс потребительских цен, 2010 г.=100	Словения	2002	77.5
Индекс потребительских цен, 2010 г.=100	Словения	2003	81.8
Индекс потребительских цен, 2010 г.=100	Словения	2004	84.7
Индекс потребительских цен, 2010 г.=100	Словения	2005	86.8
Индекс потребительских цен, 2010 г.=100	Словения	2006	89.0
Индекс потребительских цен, 2010 г.=100	Словения	2007	92.2
Индекс потребительских цен, 2010 г.=100	Словения	2008	97.4
Индекс потребительских цен, 2010 г.=100	Словения	2009	98.2
Индекс потребительских цен, 2010 г.=100	Словения	2010	100.0
Индекс потребительских цен, 2010 г.=100	Словения	2011	101.8
Индекс потребительских цен, 2010 г.=100	Словения	2012	104.4
Индекс потребительских цен, 2010 г.=100	Словения	2013	106.3
Индекс потребительских цен, 2010 г.=100	Словения	2014	106.5
Индекс потребительских цен, 2010 г.=100	Словения	2015	106.0
Индекс потребительских цен, 2010 г.=100	Словения	2016	105.9
Индекс потребительских цен, 2010 г.=100	Словения	2017	107.4
Индекс потребительских цен, 2010 г.=100	Словения	2018	109.3
Индекс потребительских цен, 2010 г.=100	Словения	2019	111.0
Индекс потребительских цен, 2010 г.=100	Словения	2020	111.0
Индекс потребительских цен, 2010 г.=100	Словения	2021	113.1
Индекс потребительских цен, 2010 г.=100	Словения	2022	123.1
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	1990	62.4
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	1991	67.1
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	1992	70.0
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	1993	71.8
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	1994	73.2
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	1995	75.1
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	1996	77.0
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	1997	78.3
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	1998	79.6
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	1999	80.6
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2000	81.5
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2001	82.7
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2002	84.0
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2003	85.1
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2004	86.3
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2005	88.1
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2006	90.3
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2007	92.4
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2008	95.7
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2009	97.6
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2010	100.0
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2011	103.9
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2012	106.5
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2013	109.0
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2014	110.6
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2015	111.0
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2016	112.1
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2017	114.9
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2018	117.6
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2019	119.6
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2020	120.8
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2021	124.7
Индекс потребительских цен, 2010 г.=100	Соединенное Королевство	2022	136.0
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	1990	59.9
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	1991	62.5
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	1992	64.4
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	1993	66.2
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	1994	68.0
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	1995	69.9
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	1996	71.9
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	1997	73.6
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	1998	74.8
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	1999	76.4
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2000	79.0
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2001	81.2
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2002	82.5
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2003	84.4
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2004	86.6
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2005	89.6
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2006	92.4
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2007	95.1
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2008	98.7
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2009	98.4
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2010	100.0
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2011	103.2
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2012	105.3
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2013	106.8
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2014	108.6
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2015	108.7
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2016	110.1
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2017	112.4
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2018	115.2
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2019	117.2
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2020	118.7
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2021	124.3
Индекс потребительских цен, 2010 г.=100	Соединенные Штаты Америки	2022	134.2
Индекс потребительских цен, 2010 г.=100	Таджикистан	1990	..
Индекс потребительских цен, 2010 г.=100	Таджикистан	1991	0.0
Индекс потребительских цен, 2010 г.=100	Таджикистан	1992	0.0
Индекс потребительских цен, 2010 г.=100	Таджикистан	1993	0.0
Индекс потребительских цен, 2010 г.=100	Таджикистан	1994	0.2
Индекс потребительских цен, 2010 г.=100	Таджикистан	1995	1.2
Индекс потребительских цен, 2010 г.=100	Таджикистан	1996	6.3
Индекс потребительских цен, 2010 г.=100	Таджикистан	1997	11.7
Индекс потребительских цен, 2010 г.=100	Таджикистан	1998	16.7
Индекс потребительских цен, 2010 г.=100	Таджикистан	1999	21.3
Индекс потребительских цен, 2010 г.=100	Таджикистан	2000	28.4
Индекс потребительских цен, 2010 г.=100	Таджикистан	2001	39.3
Индекс потребительских цен, 2010 г.=100	Таджикистан	2002	44.1
Индекс потребительских цен, 2010 г.=100	Таджикистан	2003	51.3
Индекс потребительских цен, 2010 г.=100	Таджикистан	2004	55.0
Индекс потребительских цен, 2010 г.=100	Таджикистан	2005	58.8
Индекс потребительских цен, 2010 г.=100	Таджикистан	2006	64.7
Индекс потребительских цен, 2010 г.=100	Таджикистан	2007	73.3
Индекс потребительских цен, 2010 г.=100	Таджикистан	2008	88.2
Индекс потребительских цен, 2010 г.=100	Таджикистан	2009	94.0
Индекс потребительских цен, 2010 г.=100	Таджикистан	2010	100.0
Индекс потребительских цен, 2010 г.=100	Таджикистан	2011	112.4
Индекс потребительских цен, 2010 г.=100	Таджикистан	2012	119.0
Индекс потребительских цен, 2010 г.=100	Таджикистан	2013	125.0
Индекс потребительских цен, 2010 г.=100	Таджикистан	2014	132.6
Индекс потребительских цен, 2010 г.=100	Таджикистан	2015	140.2
Индекс потребительских цен, 2010 г.=100	Таджикистан	2016	148.6
Индекс потребительских цен, 2010 г.=100	Таджикистан	2017	165.7
Индекс потребительских цен, 2010 г.=100	Таджикистан	2018	176.6
Индекс потребительских цен, 2010 г.=100	Таджикистан	2019	190.3
Индекс потребительских цен, 2010 г.=100	Таджикистан	2020	206.7
Индекс потребительских цен, 2010 г.=100	Таджикистан	2021	225.1
Индекс потребительских цен, 2010 г.=100	Таджикистан	2022	240.1
Индекс потребительских цен, 2010 г.=100	Туркменистан	1990	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	1991	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	1992	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	1993	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	1994	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	1995	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	1996	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	1997	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	1998	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	1999	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2000	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2001	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2002	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2003	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2004	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2005	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2006	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2007	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2008	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2009	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2010	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2011	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2012	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2013	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2014	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2015	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2016	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2017	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2018	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2019	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2020	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2021	..
Индекс потребительских цен, 2010 г.=100	Туркменистан	2022	..
Индекс потребительских цен, 2010 г.=100	Турция	1990	0.1
Индекс потребительских цен, 2010 г.=100	Турция	1991	0.1
Индекс потребительских цен, 2010 г.=100	Турция	1992	0.2
Индекс потребительских цен, 2010 г.=100	Турция	1993	0.3
Индекс потребительских цен, 2010 г.=100	Турция	1994	0.6
Индекс потребительских цен, 2010 г.=100	Турция	1995	1.2
Индекс потребительских цен, 2010 г.=100	Турция	1996	2.2
Индекс потребительских цен, 2010 г.=100	Турция	1997	4.1
Индекс потребительских цен, 2010 г.=100	Турция	1998	7.6
Индекс потребительских цен, 2010 г.=100	Турция	1999	12.4
Индекс потребительских цен, 2010 г.=100	Турция	2000	20.6
Индекс потребительских цен, 2010 г.=100	Турция	2001	31.8
Индекс потребительских цен, 2010 г.=100	Турция	2002	46.1
Индекс потребительских цен, 2010 г.=100	Турция	2003	56.0
Индекс потребительских цен, 2010 г.=100	Турция	2004	60.9
Индекс потребительских цен, 2010 г.=100	Турция	2005	65.9
Индекс потребительских цен, 2010 г.=100	Турция	2006	72.2
Индекс потребительских цен, 2010 г.=100	Турция	2007	78.5
Индекс потребительских цен, 2010 г.=100	Турция	2008	86.7
Индекс потребительских цен, 2010 г.=100	Турция	2009	92.1
Индекс потребительских цен, 2010 г.=100	Турция	2010	100.0
Индекс потребительских цен, 2010 г.=100	Турция	2011	106.5
Индекс потребительских цен, 2010 г.=100	Турция	2012	115.9
Индекс потребительских цен, 2010 г.=100	Турция	2013	124.6
Индекс потребительских цен, 2010 г.=100	Турция	2014	135.7
Индекс потребительских цен, 2010 г.=100	Турция	2015	146.1
Индекс потребительских цен, 2010 г.=100	Турция	2016	157.4
Индекс потребительских цен, 2010 г.=100	Турция	2017	175.0
Индекс потребительских цен, 2010 г.=100	Турция	2018	203.5
Индекс потребительских цен, 2010 г.=100	Турция	2019	234.4
Индекс потребительских цен, 2010 г.=100	Турция	2020	263.2
Индекс потребительских цен, 2010 г.=100	Турция	2021	314.8
Индекс потребительских цен, 2010 г.=100	Турция	2022	542.4
Индекс потребительских цен, 2010 г.=100	Узбекистан	1990	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	1991	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	1992	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	1993	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	1994	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	1995	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	1996	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	1997	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	1998	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	1999	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	2000	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	2001	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	2002	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	2003	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	2004	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	2005	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	2006	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	2007	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	2008	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	2009	..
Индекс потребительских цен, 2010 г.=100	Узбекистан	2010	100.0
Индекс потребительских цен, 2010 г.=100	Узбекистан	2011	113.8
Индекс потребительских цен, 2010 г.=100	Узбекистан	2012	128.8
Индекс потребительских цен, 2010 г.=100	Узбекистан	2013	144.1
Индекс потребительских цен, 2010 г.=100	Узбекистан	2014	157.4
Индекс потребительских цен, 2010 г.=100	Узбекистан	2015	171.2
Индекс потребительских цен, 2010 г.=100	Узбекистан	2016	185.1
Индекс потребительских цен, 2010 г.=100	Узбекистан	2017	210.8
Индекс потребительских цен, 2010 г.=100	Узбекистан	2018	247.8
Индекс потребительских цен, 2010 г.=100	Узбекистан	2019	283.8
Индекс потребительских цен, 2010 г.=100	Узбекистан	2020	320.3
Индекс потребительских цен, 2010 г.=100	Узбекистан	2021	355.0
Индекс потребительских цен, 2010 г.=100	Узбекистан	2022	395.7
Индекс потребительских цен, 2010 г.=100	Украина	1990	..
Индекс потребительских цен, 2010 г.=100	Украина	1991	..
Индекс потребительских цен, 2010 г.=100	Украина	1992	0.0
Индекс потребительских цен, 2010 г.=100	Украина	1993	0.2
Индекс потребительских цен, 2010 г.=100	Украина	1994	2.0
Индекс потребительских цен, 2010 г.=100	Украина	1995	9.6
Индекс потребительских цен, 2010 г.=100	Украина	1996	17.3
Индекс потребительских цен, 2010 г.=100	Украина	1997	20.0
Индекс потребительских цен, 2010 г.=100	Украина	1998	22.2
Индекс потребительских цен, 2010 г.=100	Украина	1999	27.2
Индекс потребительских цен, 2010 г.=100	Украина	2000	34.9
Индекс потребительских цен, 2010 г.=100	Украина	2001	39.1
Индекс потребительских цен, 2010 г.=100	Украина	2002	39.4
Индекс потребительских цен, 2010 г.=100	Украина	2003	41.4
Индекс потребительских цен, 2010 г.=100	Украина	2004	45.2
Индекс потребительских цен, 2010 г.=100	Украина	2005	51.2
Индекс потребительских цен, 2010 г.=100	Украина	2006	55.8
Индекс потребительских цен, 2010 г.=100	Украина	2007	63.0
Индекс потребительских цен, 2010 г.=100	Украина	2008	78.9
Индекс потребительских цен, 2010 г.=100	Украина	2009	91.4
Индекс потребительских цен, 2010 г.=100	Украина	2010	100.0
Индекс потребительских цен, 2010 г.=100	Украина	2011	108.0
Индекс потребительских цен, 2010 г.=100	Украина	2012	108.6
Индекс потребительских цен, 2010 г.=100	Украина	2013	108.3
Индекс потребительских цен, 2010 г.=100	Украина	2014	121.4
Индекс потребительских цен, 2010 г.=100	Украина	2015	180.5
Индекс потребительских цен, 2010 г.=100	Украина	2016	205.6
Индекс потребительских цен, 2010 г.=100	Украина	2017	235.3
Индекс потребительских цен, 2010 г.=100	Украина	2018	261.1
Индекс потребительских цен, 2010 г.=100	Украина	2019	281.7
Индекс потребительских цен, 2010 г.=100	Украина	2020	289.4
Индекс потребительских цен, 2010 г.=100	Украина	2021	316.4
Индекс потребительских цен, 2010 г.=100	Украина	2022	380.3
Индекс потребительских цен, 2010 г.=100	Финляндия	1990	71.4
Индекс потребительских цен, 2010 г.=100	Финляндия	1991	74.4
Индекс потребительских цен, 2010 г.=100	Финляндия	1992	76.3
Индекс потребительских цен, 2010 г.=100	Финляндия	1993	77.9
Индекс потребительских цен, 2010 г.=100	Финляндия	1994	78.8
Индекс потребительских цен, 2010 г.=100	Финляндия	1995	79.6
Индекс потребительских цен, 2010 г.=100	Финляндия	1996	80.0
Индекс потребительских цен, 2010 г.=100	Финляндия	1997	81.0
Индекс потребительских цен, 2010 г.=100	Финляндия	1998	82.1
Индекс потребительских цен, 2010 г.=100	Финляндия	1999	83.1
Индекс потребительских цен, 2010 г.=100	Финляндия	2000	86.1
Индекс потребительских цен, 2010 г.=100	Финляндия	2001	88.3
Индекс потребительских цен, 2010 г.=100	Финляндия	2002	89.7
Индекс потребительских цен, 2010 г.=100	Финляндия	2003	90.5
Индекс потребительских цен, 2010 г.=100	Финляндия	2004	90.6
Индекс потребительских цен, 2010 г.=100	Финляндия	2005	91.2
Индекс потребительских цен, 2010 г.=100	Финляндия	2006	92.6
Индекс потребительских цен, 2010 г.=100	Финляндия	2007	95.0
Индекс потребительских цен, 2010 г.=100	Финляндия	2008	98.8
Индекс потребительских цен, 2010 г.=100	Финляндия	2009	98.8
Индекс потребительских цен, 2010 г.=100	Финляндия	2010	100.0
Индекс потребительских цен, 2010 г.=100	Финляндия	2011	103.4
Индекс потребительских цен, 2010 г.=100	Финляндия	2012	106.3
Индекс потребительских цен, 2010 г.=100	Финляндия	2013	107.9
Индекс потребительских цен, 2010 г.=100	Финляндия	2014	109.0
Индекс потребительских цен, 2010 г.=100	Финляндия	2015	108.8
Индекс потребительских цен, 2010 г.=100	Финляндия	2016	109.2
Индекс потребительских цен, 2010 г.=100	Финляндия	2017	110.0
Индекс потребительских цен, 2010 г.=100	Финляндия	2018	111.2
Индекс потребительских цен, 2010 г.=100	Финляндия	2019	112.3
Индекс потребительских цен, 2010 г.=100	Финляндия	2020	112.7
Индекс потребительских цен, 2010 г.=100	Финляндия	2021	115.1
Индекс потребительских цен, 2010 г.=100	Финляндия	2022	123.3
Индекс потребительских цен, 2010 г.=100	Франция	1990	71.2
Индекс потребительских цен, 2010 г.=100	Франция	1991	73.5
Индекс потребительских цен, 2010 г.=100	Франция	1992	75.2
Индекс потребительских цен, 2010 г.=100	Франция	1993	76.8
Индекс потребительских цен, 2010 г.=100	Франция	1994	78.1
Индекс потребительских цен, 2010 г.=100	Франция	1995	79.5
Индекс потребительских цен, 2010 г.=100	Франция	1996	81.1
Индекс потребительских цен, 2010 г.=100	Франция	1997	82.0
Индекс потребительских цен, 2010 г.=100	Франция	1998	82.6
Индекс потребительских цен, 2010 г.=100	Франция	1999	83.0
Индекс потребительских цен, 2010 г.=100	Франция	2000	84.4
Индекс потребительских цен, 2010 г.=100	Франция	2001	85.8
Индекс потребительских цен, 2010 г.=100	Франция	2002	87.4
Индекс потребительских цен, 2010 г.=100	Франция	2003	89.2
Индекс потребительских цен, 2010 г.=100	Франция	2004	91.2
Индекс потребительских цен, 2010 г.=100	Франция	2005	92.8
Индекс потребительских цен, 2010 г.=100	Франция	2006	94.3
Индекс потребительских цен, 2010 г.=100	Франция	2007	95.7
Индекс потребительских цен, 2010 г.=100	Франция	2008	98.4
Индекс потребительских цен, 2010 г.=100	Франция	2009	98.5
Индекс потребительских цен, 2010 г.=100	Франция	2010	100.0
Индекс потребительских цен, 2010 г.=100	Франция	2011	102.1
Индекс потребительских цен, 2010 г.=100	Франция	2012	104.1
Индекс потребительских цен, 2010 г.=100	Франция	2013	105.0
Индекс потребительских цен, 2010 г.=100	Франция	2014	105.5
Индекс потребительских цен, 2010 г.=100	Франция	2015	105.6
Индекс потребительских цен, 2010 г.=100	Франция	2016	105.8
Индекс потребительских цен, 2010 г.=100	Франция	2017	106.9
Индекс потребительских цен, 2010 г.=100	Франция	2018	108.8
Индекс потребительских цен, 2010 г.=100	Франция	2019	110.0
Индекс потребительских цен, 2010 г.=100	Франция	2020	110.6
Индекс потребительских цен, 2010 г.=100	Франция	2021	112.4
Индекс потребительских цен, 2010 г.=100	Франция	2022	118.3
Индекс потребительских цен, 2010 г.=100	Хорватия	1990	0.0
Индекс потребительских цен, 2010 г.=100	Хорватия	1991	0.0
Индекс потребительских цен, 2010 г.=100	Хорватия	1992	1.4
Индекс потребительских цен, 2010 г.=100	Хорватия	1993	28.0
Индекс потребительских цен, 2010 г.=100	Хорватия	1994	57.9
Индекс потребительских цен, 2010 г.=100	Хорватия	1995	60.3
Индекс потребительских цен, 2010 г.=100	Хорватия	1996	62.9
Индекс потребительских цен, 2010 г.=100	Хорватия	1997	65.5
Индекс потребительских цен, 2010 г.=100	Хорватия	1998	69.7
Индекс потребительских цен, 2010 г.=100	Хорватия	1999	72.5
Индекс потребительских цен, 2010 г.=100	Хорватия	2000	75.8
Индекс потребительских цен, 2010 г.=100	Хорватия	2001	78.7
Индекс потребительских цен, 2010 г.=100	Хорватия	2002	80.0
Индекс потребительских цен, 2010 г.=100	Хорватия	2003	81.4
Индекс потребительских цен, 2010 г.=100	Хорватия	2004	83.1
Индекс потребительских цен, 2010 г.=100	Хорватия	2005	85.8
Индекс потребительских цен, 2010 г.=100	Хорватия	2006	88.6
Индекс потребительских цен, 2010 г.=100	Хорватия	2007	91.1
Индекс потребительских цен, 2010 г.=100	Хорватия	2008	96.7
Индекс потребительских цен, 2010 г.=100	Хорватия	2009	99.0
Индекс потребительских цен, 2010 г.=100	Хорватия	2010	100.0
Индекс потребительских цен, 2010 г.=100	Хорватия	2011	102.3
Индекс потребительских цен, 2010 г.=100	Хорватия	2012	105.8
Индекс потребительских цен, 2010 г.=100	Хорватия	2013	108.1
Индекс потребительских цен, 2010 г.=100	Хорватия	2014	107.9
Индекс потребительских цен, 2010 г.=100	Хорватия	2015	107.4
Индекс потребительских цен, 2010 г.=100	Хорватия	2016	106.2
Индекс потребительских цен, 2010 г.=100	Хорватия	2017	107.4
Индекс потребительских цен, 2010 г.=100	Хорватия	2018	109.0
Индекс потребительских цен, 2010 г.=100	Хорватия	2019	109.8
Индекс потребительских цен, 2010 г.=100	Хорватия	2020	110.0
Индекс потребительских цен, 2010 г.=100	Хорватия	2021	112.8
Индекс потребительских цен, 2010 г.=100	Хорватия	2022	125.0
Индекс потребительских цен, 2010 г.=100	Черногория	1990	..
Индекс потребительских цен, 2010 г.=100	Черногория	1991	..
Индекс потребительских цен, 2010 г.=100	Черногория	1992	..
Индекс потребительских цен, 2010 г.=100	Черногория	1993	..
Индекс потребительских цен, 2010 г.=100	Черногория	1994	..
Индекс потребительских цен, 2010 г.=100	Черногория	1995	..
Индекс потребительских цен, 2010 г.=100	Черногория	1996	..
Индекс потребительских цен, 2010 г.=100	Черногория	1997	..
Индекс потребительских цен, 2010 г.=100	Черногория	1998	..
Индекс потребительских цен, 2010 г.=100	Черногория	1999	..
Индекс потребительских цен, 2010 г.=100	Черногория	2000	50.6
Индекс потребительских цен, 2010 г.=100	Черногория	2001	62.1
Индекс потребительских цен, 2010 г.=100	Черногория	2002	73.4
Индекс потребительских цен, 2010 г.=100	Черногория	2003	78.4
Индекс потребительских цен, 2010 г.=100	Черногория	2004	80.1
Индекс потребительских цен, 2010 г.=100	Черногория	2005	82.2
Индекс потребительских цен, 2010 г.=100	Черногория	2006	84.6
Индекс потребительских цен, 2010 г.=100	Черногория	2007	88.3
Индекс потребительских цен, 2010 г.=100	Черногория	2008	96.0
Индекс потребительских цен, 2010 г.=100	Черногория	2009	99.4
Индекс потребительских цен, 2010 г.=100	Черногория	2010	100.0
Индекс потребительских цен, 2010 г.=100	Черногория	2011	103.4
Индекс потребительских цен, 2010 г.=100	Черногория	2012	107.7
Индекс потребительских цен, 2010 г.=100	Черногория	2013	110.1
Индекс потребительских цен, 2010 г.=100	Черногория	2014	109.3
Индекс потребительских цен, 2010 г.=100	Черногория	2015	111.0
Индекс потребительских цен, 2010 г.=100	Черногория	2016	110.7
Индекс потребительских цен, 2010 г.=100	Черногория	2017	113.4
Индекс потребительских цен, 2010 г.=100	Черногория	2018	116.3
Индекс потребительских цен, 2010 г.=100	Черногория	2019	116.7
Индекс потребительских цен, 2010 г.=100	Черногория	2020	116.4
Индекс потребительских цен, 2010 г.=100	Черногория	2021	119.2
Индекс потребительских цен, 2010 г.=100	Черногория	2022	134.8
Индекс потребительских цен, 2010 г.=100	Чехия	1990	..
